Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Year
Sonya Sones,The Opposite of Innocent,Banned in Libraries and Classrooms,,,,Florida,Indian River County School District,November 2021,Administration,2021
Sonya Sones,The Opposite of Innocent,Banned Pending Investigation,,,,Utah,Canyons School District,October 2021,Administration,2021
Sonya Sones,The Opposite of Innocent,Banned in Libraries,,,,Wisconsin,School District of Waukesha,December 2021,Administration,2021
Sonya Sones,What My Mother Doesn't Know (What My Mother Doesn't Know Series),Banned in Libraries,,,,Florida,Indian River County School District,November 2021,Administration,2021
Traci Sorell,At the Mountain's Base,Banned Pending Investigation,,"Alvitre, Weshoyot",,Florida,Duval County Public Schools,January 2022,Administration,2022
Traci Sorell,We Are Grateful: Otsaliheliga,Banned Pending Investigation,,"Lessac, Frane",,Florida,Duval County Public Schools,January 2022,Administration,2022
Traci Sorell,We Are Grateful: Otsaliheliga,Banned in Classrooms,,"Lessac, Frane",,Pennsylvania,Central York School District,August 2021,Administration,2021
Gary Soto,Too Many Tamales,Banned in Classrooms,,"Martinez, Ed",,Pennsylvania,Central York School District,August 2021,Administration,2021
Sonia Sotomayor,"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú",Banned in Classrooms,,"López, Rafael","Mlawer, Teresa",Pennsylvania,Central York School District,August 2021,Administration,2021
Amy Spalding,The Summer of Jordi Perez,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Amy Spalding,The Summer of Jordi Perez (And the Best Burger in Los Angeles),Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Amy Spalding,We Used to Be Friends,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Brie Spangler,Beast,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Beatrice Sparks,Go Ask Alice,Banned Pending Investigation,Anonymous,,,Michigan,Gladwin Community Schools,May 2022,Administration,2022
Meg Specksgoor,I Am Water,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Art Spiegelman,Maus 1: A Survivor's Tale: My Father Bleeds History,Banned Pending Investigation,,,,Florida,Indian River County School District,November 2021,Administration,2021
Art Spiegelman,Maus 1: A Survivor's Tale: My Father Bleeds History,Banned in Classrooms,,,,Tennessee,McMinn County Schools,January 2022,Administration,2022
Art Spiegelman,Maus 1: A Survivor's Tale: My Father Bleeds History,Banned Pending Investigation,,,,Texas,Katy Independent School District,January 2022,Administration,2022
Art Spiegelman,Maus II: A Survivor's Tale: And Here My Troubles Began,Banned Pending Investigation,,,,Texas,Katy Independent School District,January 2022,Administration,2022
James St. James,Freak Show,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Phil Stamper,As Far As You'll Take Me,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Phil Stamper,As Far As You'll Take Me,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Phil Stamper,The Gravity of Us,Banned Pending Investigation,,,,Texas,Granbury Independent School District,January 2022,Administration,2022
Phil Stamper,The Gravity of Us,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Phil Stamper,The Gravity of Us (The Gravity of Us Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Rebecca J. Stanborough,25 Women Who Ruled,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
Stan Stanley,Bright World (The Hazards of Love Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Jean-Philippe Stassen,Deogratias: A Tale of Rwanda,Banned in Libraries and Classrooms,,,"Siegel, Alexis",Florida,Indian River County School District,November 2021,Administration,2021
Rebecca Stead,The List of Things That Will Not Change,Banned Pending Investigation,,,,Florida,Duval County Public Schools,January 2022,Administration,2022
Claude M. Steele,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
Hamish Steele,The Watcher's Test (Deadendia Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Garth Stein,The Art of Racing in the Rain,Banned Pending Investigation,,,,Michigan,Gladwin Community Schools,May 2022,Administration,2022
John Steinbeck,Of Mice and Men,Banned in Libraries,,,,Florida,Indian River County School District,November 2021,Administration,2021
John Steinbeck,Of Mice and Men,Banned in Libraries and Classrooms,,,,Oklahoma,Bristow Public Schools,October 2021,Administration,2021
John Steinbeck,Of Mice and Men,Banned in Classrooms,,,,Texas,Birdville Independent School District,October 2021,Formal Challenge,2021
Javaka Steptoe,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned Pending Investigation,,,,Florida,Duval County Public Schools,January 2022,Administration,2022
Javaka Steptoe,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
Isabel Sterling,The Coldest Touch,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Isabel Sterling,These Witches Don't Burn (These Witches Don't Burn Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Laura Steven,The Exact Opposite of Okay (Izzy O'Neill Series),Banned in Libraries and Classrooms,,,,Texas,Prosper Independent School District,March 2022,Administration,2022
Howard C. Stevenson,Promoting Racial Literacy in Schools: Differences That Make a Difference,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
Noelle Stevenson,The Fire Never Goes Out: A Memoir in Pictures,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Robin Stevenson,Big Guy,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Robin Stevenson,En el bosque,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Robin Stevenson,Pride: Celebrating Diversity & Community,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Robin Stevenson,Pride: Celebrating Diversity & Community,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Robin Stevenson,Under Threat,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Megan Stine,Who Is Michelle Obama? (Who was...? Series),Banned in Classrooms,,"O'Brien, John",,Pennsylvania,Central York School District,August 2021,Administration,2021
Megan Stine,Who Is Sonia Sotomayor? (Who was...? Series),Banned in Classrooms,,"Putra, Dede",,Pennsylvania,Central York School District,August 2021,Administration,2021
Megan Stine,Who Was Marie Curie? (Who was...? Series),Banned in Classrooms,,"Hammond, Ted",,Pennsylvania,Central York School District,August 2021,Administration,2021
Ray Stoeve,Between Perfect and Real,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Nic Stone,Clean Getaway,Banned in Classrooms,,,,North Carolina,Wilkes County School District,May 2022,Administration,2022
Nic Stone,Dear Martin,Banned in Libraries,,,,Florida,Indian River County School District,November 2021,Administration,2021
Nic Stone,Dear Martin,Banned Pending Investigation,,,,Florida,Lee County Schools,May 2022,Administration,2022
Nic Stone,Dear Martin,Banned in Libraries,,,,Mississippi,Madison County Schools,April 2022,Administration,2022
Nic Stone,Dear Martin,Banned in Classrooms,,,,Missouri,Monett R-1 School District,December 2021,Administration,2021
Nic Stone,Dear Martin,Banned in Libraries and Classrooms,,,,New York,Marlboro Central School District,February 2022,Administration,2022
Nic Stone,Dear Martin,Banned in Classrooms,,,,North Carolina,Haywood County Schools,January 2022,Administration,2022
Nic Stone,Dear Martin,Banned in Libraries,,,,Wisconsin,School District of Waukesha,December 2021,Administration,2021
Nic Stone,Odd One Out,Banned Pending Investigation,,,,Florida,Indian River County School District,November 2021,Administration,2021
Nic Stone,Odd One Out,Banned Pending Investigation,,,,Texas,Granbury Independent School District,January 2022,Administration,2022
Nic Stone,Odd One Out,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Tanya Lee Stone,A Bad Boy Can Be Good for a Girl,Banned Pending Investigation,,,,Florida,Indian River County School District,November 2021,Administration,2021
David Omotoso Stovall,"Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption",Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
William Styron,The Confessions of Nat Turner,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Misa Sugiura,It's Not Like It's a Secret,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Misa Sugiura,It's Not Like It's a Secret,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Rosana Sullivan,Mommy Sayang: Pixar Animation Studios Artist Showcase,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administration,2021
Angelo Surmelis,The Dangerous Art of Blending In,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Tabitha Suzuma,Forbidden,Banned in Libraries and Classrooms,,,,Texas,Cypress-Fairbanks Independent School District,April 2022,Administration,2022
Crystal Swain-Bates,"Big Hair, Don't Care",Banned in Classrooms,,"Bair, Megan",,Pennsylvania,Central York School District,August 2021,Administration,2021
Nkechi Taifa,"Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""",Banned in Classrooms,,"Middleton, Archie",,Pennsylvania,Central York School District,August 2021,Administration,2021
George Takei,They Called Us Enemy,Banned in Classrooms,"Eisinger, Justin; Scott, Steven","Becker, Harmony",,Pennsylvania,Central York School District,August 2021,Administration,2021
Robin Talley,As I Descended,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Robin Talley,As I Descended,Banned Pending Investigation,,,,Texas,Granbury Independent School District,January 2022,Administration,2022
Robin Talley,As I Descended,Banned in Libraries,,,,Texas,North East Independent School District,December 2021,Administration,2021
Robin Talley,Music from Another World,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Robin Talley,Pulp,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Robin Talley,The Love Curse of Melody McIntyre,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administration,2022
Robin Talley,The Love Curse of Melody McIntyre,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administration,2021
Mariko Tamaki,Laura Dean Keeps Breaking Up with Me,Banned Pending Investigation,,"Valero-O'Connell, Rosemary",,Texas,North East Independent School District,December 2021,Administration,2021
Mariko Tamaki,This One Summer,Banned Pending Investigation,,"Tamaki, Jillian",,Florida,Brevard Public Schools,March 2022,Administration,2022
Mariko Tamaki,This One Summer,Banned Pending Investigation,,"Tamaki, Jillian",,Florida,Indian River County School District,November 2021,Administration,2021
Mariko Tamaki,This One Summer,Banned Pending Investigation,,"Tamaki, Jillian",,Florida,Lee County Schools,May 2022,Administration,2022
Mariko Tamaki,This One Summer,Banned in Libraries,,"Tamaki, Jillian",,Florida,St. Lucie Public Schools,January 2022,Formal Challenge,2022
