Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Origin of Challenge,Year
Empire of Storms,Sarah J. Maas,,,,Throne of Glass,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Kaffir Boy: An Autobiography - The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Mark Mathabane,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Sold,Patricia McCormick,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Blood Water Paint,Joy McCullough,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
The Female of the Species,Mindy McGinnis,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
The Song of Achilles,Madeline Miller,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Beloved,Toni Morrison,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
The Infinite Moment of Us,Lauren Myracle,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Like a Love Story,Abdi Nazemian,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
All the Bright Places,Jennifer Niven,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
1984,George Orwell,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Out of Darkness,Ashley Hope Pérez,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
grl2grl,Julie Anne Peters,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Nineteen Minutes,Jodi Picoult,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Gracefully Grayson,Ami Polonsky,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
The Cellar,Natasha Preston,,,,Cellar,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
"Gabi, a Girl in Pieces",Isabel Quintero,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
The Nowhere Girls,Amy Reed,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
Any Way the Wind Blows,Rainbow Rowell,,,,Simon Snow,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,2023
